,Metric,Current_Comuna,Region,Codigo_region,Comuna,Codigo_comuna,Poblacion,Casos_incrementales,Casos_nuevos,Superficie_km2,IM_interno,IM_externo,IM,Fallecidos_totales,Fallecidos_nuevos,Positividad,Dosis_unica,Primera_dosis,Segunda_dosis,Tercera_dosis,Cuarta_dosis
1111,total_samples,Retiro,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1112,non-nan_samples,Retiro,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1113,missing_samples,Retiro,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1114,min_date,Retiro,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1115,max_date,Retiro,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1116,n_unique_vals,Rio Claro,1,1,1,1,,,,,,,,,,,,,,,
1117,total_samples,Rio Claro,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1118,non-nan_samples,Rio Claro,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1119,missing_samples,Rio Claro,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1120,min_date,Rio Claro,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1121,max_date,Rio Claro,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1122,n_unique_vals,Romeral,1,1,1,1,,,,,,,,,,,,,,,
1123,total_samples,Romeral,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1124,non-nan_samples,Romeral,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1125,missing_samples,Romeral,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1126,min_date,Romeral,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1127,max_date,Romeral,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1128,n_unique_vals,Sagrada Familia,1,1,1,1,,,,,,,,,,,,,,,
1129,total_samples,Sagrada Familia,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1130,non-nan_samples,Sagrada Familia,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1131,missing_samples,Sagrada Familia,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1132,min_date,Sagrada Familia,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1133,max_date,Sagrada Familia,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1134,n_unique_vals,San Clemente,1,1,1,1,,,,,,,,,,,,,,,
1135,total_samples,San Clemente,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1136,non-nan_samples,San Clemente,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1137,missing_samples,San Clemente,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1138,min_date,San Clemente,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1139,max_date,San Clemente,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1140,n_unique_vals,San Javier,1,1,1,1,,,,,,,,,,,,,,,
1141,total_samples,San Javier,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1142,non-nan_samples,San Javier,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1143,missing_samples,San Javier,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1144,min_date,San Javier,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1145,max_date,San Javier,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1146,n_unique_vals,San Rafael,1,1,1,1,,,,,,,,,,,,,,,
1147,total_samples,San Rafael,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1148,non-nan_samples,San Rafael,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1149,missing_samples,San Rafael,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1150,min_date,San Rafael,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1151,max_date,San Rafael,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1152,n_unique_vals,Talca,1,1,1,1,,,,,,,,,,,,,,,
1153,total_samples,Talca,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1154,non-nan_samples,Talca,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1155,missing_samples,Talca,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1156,min_date,Talca,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1157,max_date,Talca,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1158,n_unique_vals,Teno,1,1,1,1,,,,,,,,,,,,,,,
1159,total_samples,Teno,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1160,non-nan_samples,Teno,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1161,missing_samples,Teno,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1162,min_date,Teno,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1163,max_date,Teno,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1164,n_unique_vals,Vichuquen,1,1,1,1,,,,,,,,,,,,,,,
1165,total_samples,Vichuquen,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1166,non-nan_samples,Vichuquen,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1167,missing_samples,Vichuquen,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1168,min_date,Vichuquen,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1169,max_date,Vichuquen,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1170,n_unique_vals,Villa Alegre,1,1,1,1,,,,,,,,,,,,,,,
1171,total_samples,Villa Alegre,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1172,non-nan_samples,Villa Alegre,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1173,missing_samples,Villa Alegre,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1174,min_date,Villa Alegre,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1175,max_date,Villa Alegre,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1176,n_unique_vals,Yerbas Buenas,1,1,1,1,,,,,,,,,,,,,,,
1177,total_samples,Yerbas Buenas,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1178,non-nan_samples,Yerbas Buenas,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1179,missing_samples,Yerbas Buenas,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1180,min_date,Yerbas Buenas,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1181,max_date,Yerbas Buenas,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1182,n_unique_vals,Bulnes,1,1,1,1,,,,,,,,,,,,,,,
1183,total_samples,Bulnes,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1184,non-nan_samples,Bulnes,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1185,missing_samples,Bulnes,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1186,min_date,Bulnes,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1187,max_date,Bulnes,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1188,n_unique_vals,Chillan,1,1,1,1,,,,,,,,,,,,,,,
1189,total_samples,Chillan,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1190,non-nan_samples,Chillan,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1191,missing_samples,Chillan,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1192,min_date,Chillan,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1193,max_date,Chillan,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1194,n_unique_vals,Chillan Viejo,1,1,1,1,,,,,,,,,,,,,,,
1195,total_samples,Chillan Viejo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1196,non-nan_samples,Chillan Viejo,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1197,missing_samples,Chillan Viejo,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1198,min_date,Chillan Viejo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1199,max_date,Chillan Viejo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1200,n_unique_vals,Cobquecura,1,1,1,1,,,,,,,,,,,,,,,
1201,total_samples,Cobquecura,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1202,non-nan_samples,Cobquecura,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1203,missing_samples,Cobquecura,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1204,min_date,Cobquecura,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1205,max_date,Cobquecura,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1206,n_unique_vals,Coelemu,1,1,1,1,,,,,,,,,,,,,,,
1207,total_samples,Coelemu,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1208,non-nan_samples,Coelemu,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1209,missing_samples,Coelemu,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1210,min_date,Coelemu,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1211,max_date,Coelemu,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1212,n_unique_vals,Coihueco,1,1,1,1,,,,,,,,,,,,,,,
1213,total_samples,Coihueco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1214,non-nan_samples,Coihueco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1215,missing_samples,Coihueco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1216,min_date,Coihueco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1217,max_date,Coihueco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1218,n_unique_vals,El Carmen,1,1,1,1,,,,,,,,,,,,,,,
1219,total_samples,El Carmen,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1220,non-nan_samples,El Carmen,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1221,missing_samples,El Carmen,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1222,min_date,El Carmen,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1223,max_date,El Carmen,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1224,n_unique_vals,Ninhue,1,1,1,1,,,,,,,,,,,,,,,
1225,total_samples,Ninhue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1226,non-nan_samples,Ninhue,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
