,Metric,Current_Comuna,Region,Codigo_region,Comuna,Codigo_comuna,Poblacion,Casos_incrementales,Casos_nuevos,Superficie_km2,IM_interno,IM_externo,IM,Fallecidos_totales,Fallecidos_nuevos,Positividad,Dosis_unica,Primera_dosis,Segunda_dosis,Tercera_dosis,Cuarta_dosis
1594,min_date,Los Sauces,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1595,max_date,Los Sauces,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1596,n_unique_vals,Lumaco,1,1,1,1,,,,,,,,,,,,,,,
1597,total_samples,Lumaco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1598,non-nan_samples,Lumaco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1599,missing_samples,Lumaco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1600,min_date,Lumaco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1601,max_date,Lumaco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1602,n_unique_vals,Melipeuco,1,1,1,1,,,,,,,,,,,,,,,
1603,total_samples,Melipeuco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1604,non-nan_samples,Melipeuco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1605,missing_samples,Melipeuco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1606,min_date,Melipeuco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1607,max_date,Melipeuco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1608,n_unique_vals,Nueva Imperial,1,1,1,1,,,,,,,,,,,,,,,
1609,total_samples,Nueva Imperial,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1610,non-nan_samples,Nueva Imperial,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1611,missing_samples,Nueva Imperial,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1612,min_date,Nueva Imperial,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1613,max_date,Nueva Imperial,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1614,n_unique_vals,Padre Las Casas,1,1,1,1,,,,,,,,,,,,,,,
1615,total_samples,Padre Las Casas,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1616,non-nan_samples,Padre Las Casas,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1617,missing_samples,Padre Las Casas,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1618,min_date,Padre Las Casas,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1619,max_date,Padre Las Casas,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1620,n_unique_vals,Perquenco,1,1,1,1,,,,,,,,,,,,,,,
1621,total_samples,Perquenco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1622,non-nan_samples,Perquenco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1623,missing_samples,Perquenco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1624,min_date,Perquenco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1625,max_date,Perquenco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1626,n_unique_vals,Pitrufquen,1,1,1,1,,,,,,,,,,,,,,,
1627,total_samples,Pitrufquen,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1628,non-nan_samples,Pitrufquen,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1629,missing_samples,Pitrufquen,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1630,min_date,Pitrufquen,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1631,max_date,Pitrufquen,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1632,n_unique_vals,Pucon,1,1,1,1,,,,,,,,,,,,,,,
1633,total_samples,Pucon,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1634,non-nan_samples,Pucon,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1635,missing_samples,Pucon,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1636,min_date,Pucon,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1637,max_date,Pucon,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1638,n_unique_vals,Puren,1,1,1,1,,,,,,,,,,,,,,,
1639,total_samples,Puren,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1640,non-nan_samples,Puren,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1641,missing_samples,Puren,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1642,min_date,Puren,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1643,max_date,Puren,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1644,n_unique_vals,Renaico,1,1,1,1,,,,,,,,,,,,,,,
1645,total_samples,Renaico,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1646,non-nan_samples,Renaico,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1647,missing_samples,Renaico,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1648,min_date,Renaico,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1649,max_date,Renaico,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1650,n_unique_vals,Saavedra,1,1,1,1,,,,,,,,,,,,,,,
1651,total_samples,Saavedra,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1652,non-nan_samples,Saavedra,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1653,missing_samples,Saavedra,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1654,min_date,Saavedra,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1655,max_date,Saavedra,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1656,n_unique_vals,Temuco,1,1,1,1,,,,,,,,,,,,,,,
1657,total_samples,Temuco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1658,non-nan_samples,Temuco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1659,missing_samples,Temuco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1660,min_date,Temuco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1661,max_date,Temuco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1662,n_unique_vals,Teodoro Schmidt,1,1,1,1,,,,,,,,,,,,,,,
1663,total_samples,Teodoro Schmidt,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1664,non-nan_samples,Teodoro Schmidt,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1665,missing_samples,Teodoro Schmidt,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1666,min_date,Teodoro Schmidt,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1667,max_date,Teodoro Schmidt,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1668,n_unique_vals,Tolten,1,1,1,1,,,,,,,,,,,,,,,
1669,total_samples,Tolten,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1670,non-nan_samples,Tolten,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1671,missing_samples,Tolten,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1672,min_date,Tolten,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1673,max_date,Tolten,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1674,n_unique_vals,Traiguen,1,1,1,1,,,,,,,,,,,,,,,
1675,total_samples,Traiguen,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1676,non-nan_samples,Traiguen,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1677,missing_samples,Traiguen,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1678,min_date,Traiguen,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1679,max_date,Traiguen,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1680,n_unique_vals,Victoria,1,1,1,1,,,,,,,,,,,,,,,
1681,total_samples,Victoria,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1682,non-nan_samples,Victoria,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1683,missing_samples,Victoria,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1684,min_date,Victoria,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1685,max_date,Victoria,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1686,n_unique_vals,Vilcun,1,1,1,1,,,,,,,,,,,,,,,
1687,total_samples,Vilcun,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1688,non-nan_samples,Vilcun,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1689,missing_samples,Vilcun,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1690,min_date,Vilcun,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1691,max_date,Vilcun,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1692,n_unique_vals,Villarrica,1,1,1,1,,,,,,,,,,,,,,,
1693,total_samples,Villarrica,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1694,non-nan_samples,Villarrica,899,899,899,899,899,249,249,899,384,384,384,226,226,103,596,596,596,596,596
1695,missing_samples,Villarrica,0,0,0,0,0,650,650,0,515,515,515,673,673,796,303,303,303,303,303
1696,min_date,Villarrica,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1697,max_date,Villarrica,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1698,n_unique_vals,Corral,1,1,1,1,,,,,,,,,,,,,,,
1699,total_samples,Corral,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1700,non-nan_samples,Corral,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1701,missing_samples,Corral,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1702,min_date,Corral,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1703,max_date,Corral,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1704,n_unique_vals,Futrono,1,1,1,1,,,,,,,,,,,,,,,
1705,total_samples,Futrono,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1706,non-nan_samples,Futrono,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1707,missing_samples,Futrono,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
