,Codigo_region,Codigo_provincia,Codigo_comuna,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,LugarNacimiento_Enestacomuna,LugarNacimiento_Enotracomuna,LugarNacimiento_Peru,LugarNacimiento_Argentina,LugarNacimiento_Bolivia,LugarNacimiento_Ecuador,LugarNacimiento_Colombia,LugarNacimiento_Otro,LugarNacimiento_Missing,EducacionFormal_Si,EducacionFormal_Noasisteactualmente,EducacionFormal_Nuncaasistio,EducacionFormal_Missing,UltimoAñoEscolarAprobado_0,UltimoAñoEscolarAprobado_1°,UltimoAñoEscolarAprobado_2°,UltimoAñoEscolarAprobado_3°,UltimoAñoEscolarAprobado_4°,UltimoAñoEscolarAprobado_5°,UltimoAñoEscolarAprobado_6°,UltimoAñoEscolarAprobado_7°,UltimoAñoEscolarAprobado_8°,UltimoAñoEscolarAprobado_Noaplica,UltimoAñoEscolarAprobado_Missing,NivelEducacional_SalaCuna_JardinInfantil,NivelEducacional_Prekinder,NivelEducacional_Kinder,NivelEducacional_Especial_Diferencial,NivelEducacional_EducacionBasica,NivelEducacional_Primaria_Preparatorio,NivelEducacional_CientificoHumanista,NivelEducacional_TecnicaProfesional,NivelEducacional_Humanidades,NivelEducacional_Tecnica_ComercialIndustrialNormalista,NivelEducacional_TecnicoSuperior,NivelEducacional_Profesional,NivelEducacional_Magister,NivelEducacional_Doctorado,NivelEducacional_Noaplica,NivelEducacional_Missing,NivelEducacionalCompleto_Si,NivelEducacionalCompleto_No,NivelEducacionalCompleto_Noaplica,NivelEducacionalCompleto_Missing,PertenenciaComunidadIndigena_Si,PertenenciaComunidadIndigena_No,PertenenciaComunidadIndigena_Missing,ComunidadIndigena_Mapuche,ComunidadIndigena_Aymara,ComunidadIndigena_RapaNui,ComunidadIndigena_LicanAntai,ComunidadIndigena_Quechua,ComunidadIndigena_Colla,ComunidadIndigena_Diaguita,ComunidadIndigena_Kawesqar,ComunidadIndigena_YaganoYamana,ComunidadIndigena_OtroPueblo,ComunidadIndigena_Noaplica,ComunidadIndigena_Missing,TrabajoSemanaAnterior_PorPago,TrabajoSemanaAnterior_SinPago,TrabajoSemanaAnterior_Empleado_VacacionesLicenciaDescanso,TrabajoSemanaAnterior_BuscandoEmpleo,TrabajoSemanaAnterior_Estudiando,TrabajoSemanaAnterior_QuehaceresHogar,TrabajoSemanaAnterior_Jubilado_Pensionado_Rentista,TrabajoSemanaAnterior_OtraSituacion,TrabajoSemanaAnterior_NoAplica,TrabajoSemanaAnterior_Missing,ActividadEconomica_Agricultura_Ganaderia_Silvicultura_Pesca,ActividadEconomica_ExplotacionMinas_Canteras,ActividadEconomica_Industrias_Manufactureras,ActividadEconomica_SuministroElectricidad_Gas_Vapor_AireAcondicionado,ActividadEconomica_SuministroAgua_EvacuacionAguasResiduales_GestionDesechosDescontaminacion,ActividadEconomica_Construccion,ActividadEconomica_Comercio_ReparacionVehiculosAutomotoresMotocicletas,ActividadEconomica_Transporte_Almacenamiento,ActividadEconomica_ActividadesAlojamiento_ServiciosComidas,ActividadEconomica_Informacion_Comunicaciones,ActividadEconomica_ActividadesFinancieras_Seguros,ActividadEconomica_ActividadesInmobiliarias,ActividadEconomica_ActividadesProfesionales_Cientificas_Tecnicas,ActividadEconomica_ActividadesServiciosAdministrativos_Apoyo,ActividadEconomica_AdministracionPublica_Defensa_PlanesSeguirdadSocialAfiliacionObligatoria,ActividadEconomica_Ensenanza,ActividadEconomica_ActividadesAtencionSaludHumana_AsistenciaSocial,ActividadEconomica_ActividadesArtisticas_Entretenimiento_Recreativas,ActividadEconomica_OtrasActividadesServicios,ActividadEconomica_ActividadesHogaresComoEmpleadores_ActividadesNoDiferenciadasHogaresComoProductoresBienesyServiciosUsoPropio,ActividadEconomica_ActividadesOrganizaciones_OrganosExtraterritoriales,ActividadEconomica_RamaNoDeclarada,ActividadEconomica_NoAplica,ActividadEconomica_Missing
91,6,61,6114,13002,6470,6440,842,1373,8559,1530,53,8275,4414,7.0,5.0,16.0,4.0,7.0,86.0,188.0,3241,8915,575,271.0,718,990,1466,1263,3705,932,1024,498,1539,575,292.0,253,205,232,79,4772,554,3346,1151,157,61,619.0,766.0,23.0,3.0,575.0,206.0,6114,6001,575,312,654,11900,448.0,590,10,7,7.0,2.0,3.0,2.0,1.0,32.0,11900.0,448.0,,5461,126,239,327.0,863.0,1630.0,1262.0,407.0,2519.0,168.0,7008,168,2093,11,442.0,6.0,30.0,324.0,899.0,303.0,114.0,17.0,21.0,3.0,53.0,84.0,184.0,338.0,183.0,42.0,43.0,173.0,463.0,
92,6,61,6115,58825,28739,29886,3743,6764,39396,5802,443,35440,21678,67.0,86.0,76.0,114.0,81.0,282.0,1001.0,16631,38065,2844,1285.0,3530,4468,7096,5780,16665,4343,4287,2083,5940,2844,1789.0,1230,926,1325,302,18871,2008,14520,5871,1007,307,3607.0,4695.0,189.0,31.0,2844.0,1092.0,28529,25866,2844,1586,3891,53097,1837.0,3522,73,11,10.0,39.0,4.0,37.0,4.0,6.0,185.0,53097.0,1837.0,24322,322,1155,1847.0,4075.0,6359.0,5433.0,1893.0,12519.0,900.0,32126,900,5266,207,2319.0,88.0,129.0,1549.0,4334.0,1539.0,753.0,144.0,161.0,33.0,409.0,918.0,1084.0,1575.0,925.0,154.0,246.0,643.0,3323.0,
93,6,61,6116,27968,14037,13778,1758,3275,18976,2299,179,14711,12297,23.0,90.0,36.0,20.0,17.0,219.0,555.0,7980,17944,1278,766.0,1735,2064,3228,2632,7478,2151,1903,1036,3278,1278,1185.0,702,439,574,120,9762,807,6254,2799,377,82,1565.0,2250.0,186.0,19.0,1278.0,754.0,13474,12133,1278,1083,2277,24770,921.0,2121,15,7,15.0,1.0,12.0,2.0,104.0,24770.0,921.0,,,11970,146,624,760.0,1979.0,3221.0,1894.0,767.0,6078.0,529.0,14699,529,3625,165,887.0,30.0,79.0,709.0,1714.0,769.0,226.0,50.0,51.0,20.0,216.0,388.0,320.0,556.0,355.0,100.0,114.0,511.0,1855.0,
94,6,61,6117,46766,23226,23394,2781,5024,31156,5484,458,29348,15935,57.0,66.0,43.0,54.0,71.0,412.0,780.0,12123,31773,1959,911.0,2836,3441,5351,4573,13309,3711,3241,1602,4995,1959,1748.0,1192,662,939,228,14918,2041,12546,3721,903,171,2539.0,3813.0,175.0,20.0,1959.0,939.0,22942,20442,1959,1423,2380,43269,1117.0,2111,39,13,1.0,14.0,9.0,33.0,1.0,159.0,43269.0,1117.0,,19130,335,1060,1319.0,2881.0,5508.0,5070.0,1500.0,9214.0,749.0,25492,749,4572,65,1537.0,53.0,110.0,1112.0,3280.0,994.0,569.0,113.0,142.0,31.0,336.0,673.0,743.0,1341.0,689.0,118.0,234.0,556.0,1.0,3256.0
95,6,62,6201,16394,8079,7963,741,1341,10881,1700,271,8318,7331,30.0,66.0,18.0,13.0,35.0,320.0,263.0,3712,11440,900,342.0,953,991,1813,1699,4848,1388,1254,466,1544,900,538.0,391,216,339,38,4904,515,4351,1086,278,80,1058.0,1810.0,119.0,16.0,900.0,293.0,8478,6570,900,446,1062,14785,547.0,936,25,6,3.0,6.0,13.0,1.0,1.0,71.0,14785.0,547.0,,6945,238,337,407.0,861.0,1831.0,1890.0,589.0,3100.0,196.0,8678,196,522,22,370.0,7.0,30.0,948.0,1121.0,312.0,754.0,67.0,27.0,38.0,181.0,253.0,538.0,526.0,214.0,97.0,107.0,198.0,1.0,1187.0
96,6,62,6202,3041,1551,1408,91,188,1913,409,19,1880,1082,4.0,1.0,6.0,3.0,21.0,44.0,,598,2234,160,49.0,130,192,331,308,855,249,239,104,411,160,62.0,46,28,55,5,1241,182,691,242,34,3,128.0,173.0,8.0,160.0,45.0,,1430,1394,160,57,103,2862,76.0,89,2,2,3.0,4.0,1.0,2.0,2862.0,76.0,,,,1267,39,54,49.0,137.0,455.0,423.0,84.0,492.0,41.0,1640,41,302,8,90.0,14.0,162.0,134.0,56.0,28.0,7.0,2.0,5.0,25.0,33.0,110.0,71.0,38.0,3.0,14.0,123.0,135.0,,
97,6,62,6203,6294,3261,2997,280,557,4039,848,38,3762,2319,10.0,7.0,4.0,1.0,7.0,50.0,134.0,1382,4389,392,131.0,300,436,612,626,1699,516,574,206,721,392,212.0,125,56,113,15,2445,292,1505,477,54,21,287.0,363.0,16.0,2.0,392.0,131.0,2829,2895,392,178,230,5860,204.0,206,3,1,4.0,3.0,1.0,12.0,5860.0,204.0,,,,2621,77,121,123.0,331.0,891.0,755.0,159.0,1155.0,61.0,3414,61,646,16,119.0,6.0,20.0,345.0,326.0,156.0,58.0,9.0,9.0,16.0,56.0,79.0,212.0,144.0,85.0,5.0,22.0,143.0,347.0,
98,6,62,6204,7308,3661,3518,317,580,4742,1075,43,4366,2701,7.0,37.0,1.0,6.0,76.0,114.0,,1555,5203,425,125.0,358,481,707,738,2054,559,681,252,905,425,148.0,185,62,108,11,2827,424,1637,635,75,31,309.0,438.0,23.0,1.0,425.0,117.0,3387,3332,425,164,297,6718,293.0,258,6,2,1.0,6.0,2.0,1.0,21.0,6718.0,293.0,,,3039,62,138,133.0,394.0,981.0,1038.0,155.0,1257.0,111.0,3958,111,715,18,421.0,4.0,22.0,310.0,277.0,159.0,86.0,9.0,8.0,1.0,44.0,48.0,194.0,227.0,77.0,12.0,15.0,98.0,494.0,
99,6,62,6205,6641,3454,3146,319,408,3833,1227,49,3793,2635,14.0,18.0,10.0,6.0,3.0,40.0,122.0,1300,4851,327,163.0,311,393,677,665,1866,537,794,177,651,327,243.0,134,73,102,16,2261,464,1314,640,154,58,313.0,567.0,52.0,5.0,327.0,161.0,3125,2969,327,220,328,6017,296.0,274,19,2,7.0,1.0,1.0,24.0,6017.0,296.0,,,,2443,114,147,151.0,268.0,1050.0,1119.0,181.0,1068.0,100.0,3837,100,388,4,93.0,4.0,23.0,446.0,302.0,92.0,205.0,11.0,10.0,10.0,57.0,97.0,148.0,168.0,92.0,16.0,17.0,93.0,428.0,
100,6,62,6206,6188,3192,2937,163,323,3952,963,14,4589,1489,7.0,7.0,3.0,1.0,2.0,14.0,76.0,1343,4138,597,110.0,245,424,557,613,1401,463,661,215,922,597,90.0,79,58,106,10,2954,213,1208,333,42,10,240.0,267.0,9.0,597.0,62.0,,2552,2954,597,85,192,5881,115.0,173,2,2,4.0,1.0,10.0,5881.0,115.0,,,,,2098,69,111,172.0,287.0,1156.0,1067.0,192.0,979.0,57.0,3853,57,632,1,133.0,2.0,18.0,271.0,279.0,65.0,70.0,6.0,1.0,18.0,45.0,201.0,131.0,59.0,7.0,18.0,74.0,1.0,246.0,
101,6,63,6301,73973,35935,37742,4755,8346,48882,7817,683,45820,25738,98.0,159.0,20.0,112.0,223.0,442.0,1361.0,21014,48150,3019,1790.0,5055,5210,8373,7009,22936,6348,4653,2179,6640,3019,2551.0,2204,1162,1616,366,20067,2271,18425,9235,1478,556,4189.0,7389.0,457.0,53.0,3019.0,1486.0,39160,29362,3019,2432,4281,67414,2278.0,3800,81,27,5.0,39.0,12.0,58.0,3.0,2.0,254.0,67414.0,2278.0,31527,555,1417,2252.0,4964.0,6829.0,6859.0,2421.0,15782.0,1367.0,39107,1367,4633,199,2491.0,152.0,200.0,2221.0,6360.0,1879.0,1145.0,272.0,359.0,83.0,784.0,1216.0,1464.0,2547.0,1516.0,211.0,440.0,1002.0,1.0,4324.0
102,6,63,6302,15037,7550,7430,886,1407,9832,1932,65,10860,3899,20.0,15.0,2.0,15.0,1.0,50.0,175.0,3652,10123,1022,240.0,832,1120,1450,1470,4090,1051,1205,584,1839,1022,374.0,357,190,275,60,5853,625,3548,1259,146,40,558.0,823.0,25.0,1022.0,256.0,,6591,7058,1022,366,465,14169,403.0,408,8,2,3.0,2.0,13.0,1.0,1.0,27.0,14169.0,403.0,,5609,138,265,426.0,907.0,2261.0,1932.0,456.0,2862.0,181.0,8844,181,2229,13,244.0,10.0,35.0,407.0,839.0,267.0,105.0,28.0,15.0,4.0,59.0,103.0,234.0,387.0,151.0,21.0,44.0,176.0,641.0,
103,6,63,6303,35399,17754,17502,2045,3702,23482,3806,88,23833,10813,54.0,21.0,10.0,11.0,15.0,84.0,558.0,9365,23389,1961,684.0,2025,2551,3729,3276,9762,2729,2574,1397,4604,1961,791.0,742,489,766,145,13794,1230,7592,4202,340,147,1418.0,1942.0,65.0,9.0,1961.0,557.0,16530,16121,1961,787,1707,32901,791.0,1557,18,11,9.0,3.0,5.0,1.0,1.0,102.0,32901.0,791.0,,14720,252,531,913.0,2272.0,4567.0,3428.0,1013.0,7220.0,483.0,19413,483,5354,62,1344.0,28.0,65.0,867.0,2551.0,842.0,305.0,71.0,58.0,18.0,162.0,292.0,506.0,859.0,289.0,83.0,110.0,368.0,1269.0,
104,6,63,6304,6811,3428,3320,262,440,4381,974,0,4881,1811,2.0,2.0,1.0,2.0,23.0,89.0,,1556,4544,617,94.0,329,428,621,670,1811,481,558,254,934,617,108.0,118,73,132,21,2769,209,1609,482,59,15,256.0,342.0,19.0,8.0,617.0,82.0,3090,2987,617,117,175,6446,190.0,148,1,4,1.0,3.0,18.0,6446.0,190.0,,,,,2519,58,115,177.0,357.0,1109.0,1053.0,165.0,1177.0,81.0,4038,81,739,6,260.0,1.0,25.0,241.0,350.0,112.0,68.0,9.0,5.0,3.0,28.0,57.0,202.0,160.0,63.0,16.0,15.0,125.0,207.0,
105,6,63,6305,17833,8709,8910,1031,1856,11598,1954,111,10747,6545,11.0,34.0,59.0,15.0,16.0,59.0,347.0,4656,11837,869,471.0,1057,1259,1775,1634,5066,1237,1246,716,2313,869,661.0,409,272,352,66,6615,630,3835,2264,163,65,730.0,1093.0,36.0,6.0,869.0,428.0,8568,7792,869,604,794,16062,977.0,686,15,4,3.0,13.0,3.0,6.0,64.0,16062.0,977.0,,,7293,141,338,474.0,1080.0,2133.0,1862.0,564.0,3582.0,366.0,9695,366,2247,18,681.0,9.0,35.0,535.0,1324.0,360.0,169.0,39.0,38.0,9.0,109.0,169.0,273.0,425.0,209.0,41.0,61.0,192.0,829.0,
106,6,63,6306,12482,6293,6128,726,1148,8447,1271,38,8063,4094,6.0,10.0,8.0,2.0,9.0,52.0,238.0,2948,8610,627,297.0,707,831,1209,1178,3628,858,984,507,1526,627,427.0,269,202,228,37,4856,441,3162,1194,108,37,458.0,564.0,29.0,1.0,627.0,269.0,5746,5729,627,380,610,11423,449.0,560,12,3,2.0,3.0,1.0,29.0,11423.0,449.0,,,,5050,85,244,292.0,699.0,1901.0,1343.0,315.0,2339.0,214.0,6889,214,1560,14,862.0,24.0,33.0,368.0,778.0,245.0,118.0,18.0,11.0,8.0,44.0,104.0,202.0,251.0,102.0,48.0,29.0,136.0,424.0,
107,6,63,6307,11007,5466,5417,533,986,7306,1357,39,6840,3970,11.0,10.0,18.0,4.0,4.0,21.0,129.0,2647,7538,624,198.0,563,709,1061,1015,3347,873,856,381,1286,624,292.0,264,123,170,24,4248,388,2852,869,94,33,466.0,652.0,34.0,5.0,624.0,161.0,5268,4880,624,235,363,10416,228.0,326,10,2,1.0,1.0,1.0,1.0,21.0,10416.0,228.0,,,4395,104,207,357.0,611.0,1529.0,1348.0,306.0,2014.0,136.0,6165,136,915,19,764.0,23.0,28.0,438.0,692.0,188.0,125.0,47.0,14.0,5.0,62.0,112.0,257.0,287.0,115.0,24.0,46.0,150.0,395.0,
108,6,63,6308,8738,4392,4274,521,867,5865,1036,62,5369,3109,16.0,17.0,28.0,1.0,6.0,42.0,150.0,2200,5896,445,197.0,469,601,879,760,2393,632,685,384,1182,445,308.0,180,109,173,39,3423,388,1774,1039,100,40,361.0,474.0,18.0,445.0,175.0,,4110,3921,445,262,487,7955,296.0,442,3,3,10.0,7.0,22.0,7955.0,296.0,,,,,3574,59,177,186.0,478.0,1178.0,945.0,305.0,1673.0,163.0,4765,163,1189,10,253.0,3.0,19.0,198.0,929.0,153.0,82.0,17.0,14.0,2.0,23.0,67.0,172.0,149.0,85.0,17.0,21.0,110.0,297.0,
109,6,63,6309,3421,1741,1664,119,147,2204,503,27,2385,970,3.0,4.0,24.0,1.0,5.0,29.0,,658,2479,244,40.0,145,233,332,327,902,237,343,127,478,244,53.0,51,37,55,7,1517,168,628,308,30,12,111.0,206.0,6.0,1.0,244.0,40.0,1456,1669,244,52,118,3249,54.0,99,14,2,2.0,1.0,3249.0,54.0,,,,,,1293,55,41,87.0,211.0,555.0,557.0,112.0,487.0,23.0,2009,23,311,7,152.0,17.0,128.0,296.0,59.0,34.0,3.0,1.0,2.0,15.0,15.0,118.0,60.0,23.0,5.0,6.0,51.0,1.0,85.0,
110,6,63,6310,37855,18573,19230,2368,4045,24999,4367,683,22223,14156,69.0,82.0,22.0,30.0,41.0,635.0,597.0,9785,25488,1882,700.0,2367,2584,3883,3693,11026,3344,2693,1313,3870,1882,1200.0,1027,563,746,123,11822,1256,9061,4235,589,139,1994.0,3546.0,186.0,26.0,1882.0,660.0,19261,15652,1882,1060,1462,35036,1357.0,1276,32,12,1.0,8.0,8.0,4.0,5.0,1.0,115.0,35036.0,1357.0,15898,243,756,1214.0,2369.0,4187.0,4137.0,1097.0,7514.0,440.0,20518,440,2600,68,1504.0,81.0,72.0,1277.0,3109.0,951.0,745.0,121.0,152.0,45.0,345.0,579.0,766.0,1222.0,750.0,156.0,210.0,581.0,1563.0,
111,7,71,7101,220357,104737,114595,12270,21379,150749,23380,2890,132747,79571,184.0,521.0,61.0,217.0,524.0,2758.0,3774.0,69923,137083,8899,4452.0,13055,16420,25944,23297,65748,24556,12912,6315,16675,8899,6536.0,5702,3071,4150,914,50578,6271,44754,31639,4810,1744,12757.0,37628.0,3063.0,639.0,8899.0,3738.0,117314,88066,8899,6078,9280,204146,6931.0,8122,189,37,18.0,77.0,26.0,122.0,15.0,13.0,661.0,204146.0,6931.0,89570,1466,3865,7110.0,24853.0,19998.0,20933.0,6813.0,42277.0,3472.0,121984,3472,3413,408,6267.0,458.0,361.0,8397.0,16435.0,5693.0,3766.0,1211.0,1289.0,345.0,2835.0,4762.0,6229.0,8951.0,5973.0,824.0,1453.0,3159.0,12672.0,
112,7,71,7102,46068,22781,22910,3504,5539,30805,4086,198,30832,14002,36.0,53.0,6.0,23.0,32.0,205.0,879.0,12708,29720,2493,1147.0,3024,3126,5079,4155,13090,3843,2747,1536,5421,2493,1554.0,1339,621,1042,205,16157,992,11054,5027,481,212,1977.0,3318.0,158.0,17.0,2493.0,975.0,22398,19716,2493,1461,2410,41885,1773.0,2188,14,9,4.0,9.0,1.0,27.0,3.0,4.0,151.0,41885.0,1773.0,18583,417,817,1454.0,2786.0,5953.0,3697.0,1387.0,10166.0,808.0,25443,808,1546,77,2289.0,68.0,61.0,1298.0,2730.0,1376.0,737.0,105.0,93.0,18.0,339.0,600.0,717.0,1305.0,721.0,76.0,180.0,611.0,4870.0,
113,7,71,7103,9448,4766,4553,357,686,5971,1660,0,7295,1968,3.0,3.0,11.0,168.0,,,,2037,6579,629,203.0,412,635,915,962,2299,767,1069,299,1179,629,282.0,175,83,150,24,4294,493,1733,636,89,22,330.0,575.0,24.0,2.0,629.0,189.0,3774,4766,629,279,595,8474,379.0,544,1,2,2.0,46.0,8474.0,379.0,,,,,,3167,204,140,266.0,581.0,1607.0,1684.0,222.0,1458.0,119.0,5818,119,1034,6,182.0,13.0,28.0,221.0,324.0,108.0,74.0,13.0,13.0,2.0,38.0,79.0,286.0,275.0,133.0,2.0,35.0,128.0,517.0,
114,7,71,7104,4142,2141,1907,179,358,2761,386,4,2860,1228,1.0,2.0,6.0,45.0,,,,1031,2732,292,87.0,285,301,442,376,1040,251,276,162,643,292,74.0,126,64,95,2,1937,86,699,456,15,6,133.0,172.0,9.0,292.0,50.0,,1836,1942,292,72,146,3806,190.0,140,1,1,4.0,3806.0,190.0,,,,,,,1702,57,35,83.0,207.0,632.0,388.0,112.0,833.0,93.0,2255,93,237,20,183.0,4.0,183.0,140.0,81.0,50.0,3.0,1.0,33.0,35.0,135.0,144.0,35.0,6.0,7.0,46.0,451.0,,,
115,7,71,7105,49721,24216,25436,3901,6869,33178,2750,230,16775,31705,45.0,124.0,17.0,25.0,63.0,228.0,739.0,16619,29616,2357,1129.0,4222,3564,5248,4706,14933,4118,2366,1504,5038,2357,1665.0,1887,970,1331,189,14878,811,9586,7976,416,155,2598.0,5210.0,314.0,33.0,2357.0,1010.0,25698,20093,2357,1573,2206,45704,1811.0,1966,32,5,7.0,9.0,12.0,44.0,131.0,45704.0,1811.0,,,19793,384,946,1541.0,4019.0,5073.0,2951.0,1305.0,12914.0,795.0,27803,795,2142,119,1575.0,112.0,107.0,1863.0,3364.0,1359.0,749.0,272.0,216.0,61.0,430.0,813.0,1120.0,1714.0,993.0,132.0,267.0,784.0,2931.0,
116,7,71,7106,8422,4199,4173,566,885,5512,1067,4,5039,3226,2.0,5.0,5.0,4.0,33.0,108.0,,2211,5403,647,161.0,488,535,853,787,2275,514,509,350,1183,647,281.0,207,128,150,21,3335,259,1266,1387,74,19,285.0,467.0,17.0,3.0,647.0,157.0,3849,3694,647,232,239,7755,428.0,214,8,1,2.0,2.0,1.0,11.0,7755.0,428.0,,,,3246,113,124,228.0,581.0,1215.0,949.0,171.0,1649.0,146.0,4793,146,1302,12,152.0,5.0,20.0,253.0,324.0,167.0,103.0,16.0,8.0,6.0,39.0,63.0,139.0,187.0,101.0,16.0,38.0,142.0,390.0,
117,7,71,7107,8245,4097,3905,301,691,5319,883,14,5526,2557,2.0,6.0,8.0,24.0,122.0,,,2091,5380,641,133.0,425,584,819,758,2251,593,571,274,1092,641,237.0,183,95,142,28,3300,278,1203,1270,89,17,247.0,528.0,48.0,16.0,641.0,160.0,3635,3742,641,227,171,7849,225.0,151,2,2,1.0,15.0,7849.0,225.0,,,,,,3350,154,106,169.0,616.0,1079.0,1034.0,172.0,1470.0,95.0,4540,95,1318,15,319.0,7.0,15.0,176.0,272.0,114.0,96.0,16.0,7.0,5.0,43.0,93.0,147.0,196.0,117.0,9.0,12.0,102.0,531.0,
118,7,71,7108,13906,7145,6593,650,1159,9394,1457,0,8512,5062,8.0,13.0,1.0,4.0,4.0,21.0,281.0,3572,8980,971,383.0,745,926,1305,1266,3543,861,1006,539,2287,971,457.0,289,180,268,51,6404,353,1815,2185,100,30,429.0,552.0,15.0,1.0,971.0,263.0,6090,6423,971,422,661,12556,689.0,601,3,2,2.0,4.0,1.0,48.0,12556.0,689.0,,,,6002,134,213,265.0,841.0,1851.0,1373.0,339.0,2656.0,232.0,7325,232,3068,9,241.0,6.0,49.0,296.0,647.0,246.0,94.0,14.0,15.0,2.0,50.0,126.0,182.0,222.0,121.0,9.0,27.0,118.0,807.0,
119,7,71,7109,43269,21633,21552,2811,4674,28545,4603,91,29544,12721,19.0,84.0,18.0,10.0,23.0,138.0,712.0,11867,27715,2819,868.0,2564,3013,4321,4044,11579,2868,2630,1712,6250,2819,1469.0,972,679,889,185,17563,1217,7831,5684,333,98,1550.0,2378.0,83.0,11.0,2819.0,977.0,19739,19374,2819,1337,1814,39707,1748.0,1619,36,13,1.0,7.0,4.0,15.0,2.0,3.0,114.0,39707.0,1748.0,15802,453,762,1555.0,3098.0,6623.0,4215.0,1151.0,9029.0,581.0,25671,581,5254,149,741.0,193.0,110.0,1890.0,1748.0,702.0,466.0,62.0,36.0,23.0,188.0,503.0,650.0,906.0,413.0,63.0,120.0,589.0,2211.0,
120,7,71,7110,9191,4556,4606,508,1066,5957,935,12,4365,4678,6.0,12.0,3.0,1.0,4.0,20.0,102.0,2618,5711,658,204.0,577,629,918,810,2536,565,596,333,1325,658,244.0,235,139,199,27,3667,266,1406,1503,71,27,323.0,501.0,17.0,5.0,658.0,147.0,4295,4004,658,234,473,8338,380.0,441,6,2,1.0,23.0,8338.0,380.0,,,,,,3476,81,156,290.0,646.0,1262.0,941.0,193.0,2003.0,143.0,5335,143,891,49,267.0,10.0,21.0,363.0,461.0,195.0,118.0,9.0,9.0,3.0,43.0,119.0,169.0,173.0,100.0,12.0,45.0,121.0,535.0,
121,7,72,7201,40441,19172,21003,2360,3930,25530,5898,46,29827,9582,13.0,16.0,2.0,14.0,27.0,88.0,872.0,10492,26656,2399,894.0,2338,2722,4218,3896,10988,2950,3341,1277,4782,2399,1530.0,984,532,797,182,14482,1657,7890,4658,830,164,2010.0,2711.0,108.0,13.0,2399.0,1024.0,18883,17745,2399,1414,1119,37674,1648.0,1006,9,4,1.0,1.0,3.0,3.0,3.0,89.0,37674.0,1648.0,,14814,502,606,1160.0,2348.0,4894.0,5533.0,1703.0,7997.0,884.0,23635,884,2645,20,1168.0,44.0,59.0,1064.0,2160.0,907.0,380.0,56.0,79.0,16.0,202.0,331.0,1302.0,1091.0,639.0,75.0,167.0,540.0,2977.0,
122,7,72,7202,8928,4398,4435,479,814,5769,1161,0,7018,1766,3.0,1.0,1.0,1.0,9.0,129.0,,1988,6120,645,175.0,388,518,877,817,2048,625,1054,300,1431,645,225.0,148,83,154,18,4242,405,1785,498,81,31,275.0,381.0,16.0,2.0,645.0,164.0,3844,4218,645,221,254,8271,403.0,228,3,1,1.0,1.0,4.0,1.0,15.0,8271.0,403.0,,,3130,177,110,229.0,423.0,1568.0,1137.0,235.0,1743.0,176.0,5335,176,1051,49,253.0,3.0,5.0,151.0,343.0,124.0,85.0,13.0,14.0,2.0,29.0,47.0,295.0,192.0,71.0,9.0,20.0,76.0,585.0,
123,7,72,7203,7571,3731,3774,442,708,4644,1090,23,4302,3039,4.0,10.0,9.0,4.0,43.0,160.0,,1775,5122,483,191.0,449,435,704,676,1861,624,690,251,1092,483,306.0,187,104,156,37,2938,267,1283,714,165,25,340.0,602.0,37.0,5.0,483.0,228.0,3649,3146,483,293,275,6961,335.0,248,3,1,7.0,4.0,12.0,6961.0,335.0,,,,,2724,169,142,180.0,354.0,1130.0,948.0,232.0,1514.0,178.0,4358,178,735,4,138.0,6.0,13.0,274.0,387.0,92.0,167.0,13.0,8.0,6.0,46.0,52.0,244.0,229.0,91.0,17.0,30.0,66.0,417.0,
124,7,73,7301,149136,72335,76534,8583,15756,101018,14072,1902,89829,53535,143.0,359.0,56.0,185.0,333.0,1650.0,3046.0,44269,94983,6223,3661.0,9882,10274,16369,14582,45069,14168,8924,4720,13546,6223,5379.0,4368,2230,3164,570,42851,3763,33315,18388,2537,662,8152.0,18420.0,1029.0,155.0,6223.0,3309.0,76725,61303,6223,4885,9298,134716,5122.0,8471,135,36,6.0,60.0,17.0,46.0,16.0,8.0,503.0,134716.0,5122.0,65115,1173,2550,3949.0,11684.0,13949.0,12026.0,4896.0,30862.0,2932.0,77366,2932,10930,180,4669.0,205.0,248.0,4869.0,12360.0,4261.0,2181.0,674.0,687.0,242.0,1760.0,2460.0,2501.0,4980.0,2870.0,451.0,915.0,2088.0,1.0,9306.0
125,7,73,7302,9657,4847,4742,411,799,6010,1314,7,6266,3229,2.0,6.0,3.0,3.0,5.0,22.0,121.0,2403,6475,620,159.0,527,699,1110,973,2459,744,808,349,1205,620,163.0,254,111,159,24,4058,312,2341,478,58,25,396.0,679.0,17.0,3.0,620.0,122.0,4115,4777,620,145,545,8951,161.0,465,1,3,2.0,8.0,2.0,1.0,63.0,8951.0,161.0,,,3615,118,144,269.0,695.0,1367.0,1355.0,270.0,1741.0,83.0,5697,83,984,15,217.0,13.0,17.0,260.0,586.0,230.0,96.0,19.0,7.0,52.0,52.0,231.0,256.0,135.0,12.0,36.0,129.0,530.0,,
