,Codigo_region,Codigo_provincia,Codigo_comuna,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,LugarNacimiento_Enestacomuna,LugarNacimiento_Enotracomuna,LugarNacimiento_Peru,LugarNacimiento_Argentina,LugarNacimiento_Bolivia,LugarNacimiento_Ecuador,LugarNacimiento_Colombia,LugarNacimiento_Otro,LugarNacimiento_Missing,EducacionFormal_Si,EducacionFormal_Noasisteactualmente,EducacionFormal_Nuncaasistio,EducacionFormal_Missing,UltimoAñoEscolarAprobado_0,UltimoAñoEscolarAprobado_1°,UltimoAñoEscolarAprobado_2°,UltimoAñoEscolarAprobado_3°,UltimoAñoEscolarAprobado_4°,UltimoAñoEscolarAprobado_5°,UltimoAñoEscolarAprobado_6°,UltimoAñoEscolarAprobado_7°,UltimoAñoEscolarAprobado_8°,UltimoAñoEscolarAprobado_Noaplica,UltimoAñoEscolarAprobado_Missing,NivelEducacional_SalaCuna_JardinInfantil,NivelEducacional_Prekinder,NivelEducacional_Kinder,NivelEducacional_Especial_Diferencial,NivelEducacional_EducacionBasica,NivelEducacional_Primaria_Preparatorio,NivelEducacional_CientificoHumanista,NivelEducacional_TecnicaProfesional,NivelEducacional_Humanidades,NivelEducacional_Tecnica_ComercialIndustrialNormalista,NivelEducacional_TecnicoSuperior,NivelEducacional_Profesional,NivelEducacional_Magister,NivelEducacional_Doctorado,NivelEducacional_Noaplica,NivelEducacional_Missing,NivelEducacionalCompleto_Si,NivelEducacionalCompleto_No,NivelEducacionalCompleto_Noaplica,NivelEducacionalCompleto_Missing,PertenenciaComunidadIndigena_Si,PertenenciaComunidadIndigena_No,PertenenciaComunidadIndigena_Missing,ComunidadIndigena_Mapuche,ComunidadIndigena_Aymara,ComunidadIndigena_RapaNui,ComunidadIndigena_LicanAntai,ComunidadIndigena_Quechua,ComunidadIndigena_Colla,ComunidadIndigena_Diaguita,ComunidadIndigena_Kawesqar,ComunidadIndigena_YaganoYamana,ComunidadIndigena_OtroPueblo,ComunidadIndigena_Noaplica,ComunidadIndigena_Missing,TrabajoSemanaAnterior_PorPago,TrabajoSemanaAnterior_SinPago,TrabajoSemanaAnterior_Empleado_VacacionesLicenciaDescanso,TrabajoSemanaAnterior_BuscandoEmpleo,TrabajoSemanaAnterior_Estudiando,TrabajoSemanaAnterior_QuehaceresHogar,TrabajoSemanaAnterior_Jubilado_Pensionado_Rentista,TrabajoSemanaAnterior_OtraSituacion,TrabajoSemanaAnterior_NoAplica,TrabajoSemanaAnterior_Missing,ActividadEconomica_Agricultura_Ganaderia_Silvicultura_Pesca,ActividadEconomica_ExplotacionMinas_Canteras,ActividadEconomica_Industrias_Manufactureras,ActividadEconomica_SuministroElectricidad_Gas_Vapor_AireAcondicionado,ActividadEconomica_SuministroAgua_EvacuacionAguasResiduales_GestionDesechosDescontaminacion,ActividadEconomica_Construccion,ActividadEconomica_Comercio_ReparacionVehiculosAutomotoresMotocicletas,ActividadEconomica_Transporte_Almacenamiento,ActividadEconomica_ActividadesAlojamiento_ServiciosComidas,ActividadEconomica_Informacion_Comunicaciones,ActividadEconomica_ActividadesFinancieras_Seguros,ActividadEconomica_ActividadesInmobiliarias,ActividadEconomica_ActividadesProfesionales_Cientificas_Tecnicas,ActividadEconomica_ActividadesServiciosAdministrativos_Apoyo,ActividadEconomica_AdministracionPublica_Defensa_PlanesSeguirdadSocialAfiliacionObligatoria,ActividadEconomica_Ensenanza,ActividadEconomica_ActividadesAtencionSaludHumana_AsistenciaSocial,ActividadEconomica_ActividadesArtisticas_Entretenimiento_Recreativas,ActividadEconomica_OtrasActividadesServicios,ActividadEconomica_ActividadesHogaresComoEmpleadores_ActividadesNoDiferenciadasHogaresComoProductoresBienesyServiciosUsoPropio,ActividadEconomica_ActividadesOrganizaciones_OrganosExtraterritoriales,ActividadEconomica_RamaNoDeclarada,ActividadEconomica_NoAplica,ActividadEconomica_Missing
264,13,131,13108,100281,49157,51076,7195,8357,72314,10749,30023,26029,41380,14644.0,378.0,682.0,990.0,5464.0,8433.0,2281.0,23397,69848,4428,2608.0,4979,6598,12053,12301,31873,11587,5812,1845,4494,4428,4311.0,1998,1222,1706,290,15415,2179,26220,12732,2987,767,10255.0,16598.0,848.0,149.0,4428.0,2487.0,57428,34649,4428,3776,7173,89289,3819.0,5222,351,29,30.0,475.0,27.0,116.0,16.0,8.0,899.0,89289.0,3819.0,52053,510,2354,3948.0,6178.0,5826.0,7595.0,3236.0,16834.0,1747.0,43617,1747,193,182,3908.0,138.0,128.0,4382.0,9792.0,3317.0,4254.0,1401.0,1110.0,345.0,1955.0,3524.0,2032.0,2506.0,3159.0,741.0,1612.0,3504.0,9.0,6725.0
265,13,131,13109,90119,43147,46972,6162,8953,61118,12715,4719,30537,52178,1279.0,405.0,138.0,209.0,755.0,2295.0,2323.0,24906,59393,3565,2255.0,4792,6250,11354,10058,28437,9729,5610,1768,4612,3565,3944.0,1948,1140,1639,357,15243,2507,18750,12635,3472,914,8417.0,16035.0,914.0,98.0,3565.0,2485.0,50534,32435,3565,3585,8122,78895,3102.0,6853,217,43,6.0,78.0,13.0,151.0,7.0,4.0,750.0,78895.0,3102.0,41143,637,1757,3053.0,7085.0,6792.0,8742.0,2937.0,16029.0,1944.0,44638,1944,115,154,2926.0,133.0,112.0,2583.0,7719.0,3112.0,1669.0,1342.0,1071.0,228.0,2094.0,2470.0,1956.0,3104.0,2540.0,473.0,1197.0,1191.0,13.0,7335.0
266,13,131,13110,366916,175005,190470,24131,37044,251149,45185,12030,113472,233812,3665.0,1335.0,346.0,863.0,2104.0,5720.0,5599.0,106767,239991,12545,7613.0,21098,27154,47739,40850,110593,43022,23124,8802,20618,12545,11371.0,9154,4684,6915,1456,68272,10296,76631,45511,11545,3722,32757.0,71686.0,4728.0,614.0,12545.0,6400.0,204152,140142,12545,10077,37510,321034,8372.0,33794,841,137,48.0,233.0,59.0,532.0,54.0,24.0,1788.0,321034.0,8372.0,167646,2249,7509,12879.0,32294.0,29095.0,31532.0,10752.0,67291.0,5669.0,183843,5669,442,938,10564.0,627.0,505.0,13381.0,30179.0,11029.0,6407.0,6289.0,5518.0,1250.0,8931.0,10716.0,7592.0,13111.0,11219.0,2276.0,4989.0,7075.0,54.0,24312.0
267,13,131,13111,116571,56925,59466,8539,12728,79967,13453,3031,48076,62475,1290.0,401.0,108.0,129.0,417.0,1291.0,2384.0,32556,76092,4758,3165.0,6822,9376,14095,11945,36806,8370,6928,3181,9460,4758,4830.0,2841,1605,2272,698,29356,4629,27220,20095,2768,1026,6742.0,9307.0,265.0,43.0,4758.0,2946.0,57867,49620,4758,4326,14394,98168,4009.0,13180,239,40,16.0,89.0,16.0,118.0,14.0,16.0,666.0,98168.0,4009.0,50922,716,2248,4421.0,8710.0,10802.0,9826.0,3886.0,22557.0,2483.0,60202,2483,104,116,4544.0,146.0,207.0,5164.0,10475.0,4397.0,1876.0,1080.0,647.0,155.0,1498.0,4400.0,1521.0,2357.0,2566.0,394.0,1634.0,2358.0,4.0,8243.0
268,13,131,13112,177335,87021,90255,15156,23996,119328,15513,2147,71346,99888,856.0,544.0,85.0,88.0,273.0,1137.0,3118.0,54019,110099,8885,4332.0,12741,15162,20401,16644,51882,10300,10246,6271,18056,8885,6747.0,5237,3002,4272,1282,57201,5814,37173,32873,2431,728,6801.0,7287.0,154.0,14.0,8885.0,4181.0,79830,82482,8885,6138,27540,144629,5166.0,25857,274,65,17.0,70.0,22.0,187.0,17.0,6.0,1025.0,144629.0,5166.0,72854,927,3336,7289.0,12443.0,17556.0,11407.0,6308.0,41678.0,3537.0,96681,3537,362,175,6144.0,273.0,395.0,11355.0,15928.0,5833.0,2907.0,1200.0,572.0,190.0,1253.0,6661.0,1510.0,2737.0,2722.0,475.0,2053.0,3721.0,6.0,10645.0
269,13,131,13113,92787,43548,49144,5479,9402,62159,13321,5087,22831,63307,1153.0,553.0,225.0,208.0,429.0,3010.0,1071.0,29379,59760,2200,1448.0,5813,6595,13969,10074,21487,15779,8295,2648,3763,2200,2164.0,2828,1260,1676,360,13026,1344,13048,6384,2954,599,7458.0,31553.0,5979.0,1020.0,2200.0,1098.0,57392,31312,2200,1883,5885,85352,1550.0,4683,201,60,15.0,93.0,25.0,156.0,28.0,10.0,614.0,85352.0,1550.0,43285,670,1614,2433.0,10625.0,5318.0,8597.0,2629.0,16559.0,1057.0,46161,1057,206,439,2055.0,203.0,97.0,2058.0,5148.0,1680.0,1408.0,1895.0,1883.0,686.0,4146.0,1723.0,3954.0,4608.0,4197.0,850.0,873.0,2002.0,66.0,5392.0
270,13,131,13114,294838,135841,158839,17548,23766,203649,44861,30308,74642,182292,3897.0,4945.0,869.0,874.0,2731.0,20426.0,4162.0,86008,196709,7052,5069.0,16229,19703,46253,28597,58330,60942,30260,7950,10987,7052,8535.0,8478,3437,4225,547,29977,2451,30949,11990,10723,1453,19942.0,127846.0,27574.0,3668.0,7052.0,4526.0,192515,87447,7052,7824,9670,278628,6540.0,6269,357,86,49.0,205.0,37.0,238.0,25.0,24.0,2380.0,278628.0,6540.0,143546,2151,5880,7067.0,35435.0,16316.0,26943.0,8386.0,45019.0,4095.0,139166,4095,1042,2006,5648.0,1064.0,273.0,5333.0,18176.0,5291.0,4224.0,6829.0,9449.0,3604.0,17916.0,4334.0,7226.0,13065.0,14254.0,2585.0,2130.0,6811.0,485.0,19832.0
271,13,131,13115,105833,50455,55291,7818,15397,73112,7582,10667,29749,63775,2334.0,1554.0,391.0,220.0,740.0,5918.0,1152.0,40245,61235,2752,1601.0,8328,8392,16039,10407,23500,17072,7805,3301,5744,2752,2493.0,3997,1960,2329,255,21249,1074,17842,6269,1409,209,5416.0,31926.0,6992.0,821.0,2752.0,1333.0,59922,40624,2752,2535,5275,98237,2321.0,4075,132,23,7.0,137.0,5.0,54.0,7.0,5.0,830.0,98237.0,2321.0,48296,579,1991,2084.0,14226.0,6208.0,4052.0,2581.0,24602.0,1214.0,53753,1214,471,1877,1867.0,176.0,125.0,2749.0,6632.0,1937.0,1512.0,1300.0,2213.0,1281.0,4435.0,2745.0,1041.0,3584.0,3088.0,806.0,991.0,5965.0,68.0,6003.0
272,13,131,13116,98804,49100,49628,7609,11098,67754,11420,3564,51056,41589,625.0,215.0,32.0,82.0,160.0,2921.0,2124.0,26930,64324,4390,3160.0,5818,8292,11751,9956,30297,5992,6133,2836,8786,4390,4553.0,2204,1471,2078,548,27255,4457,23727,17230,2147,631,4462.0,5543.0,97.0,8.0,4390.0,2556.0,46323,44372,4390,3719,11188,83894,3722.0,10229,161,22,5.0,58.0,19.0,147.0,3.0,8.0,536.0,83894.0,3722.0,41828,587,1734,4332.0,6908.0,9636.0,8800.0,3412.0,19459.0,2108.0,52547,2108,184,109,4048.0,144.0,186.0,4711.0,8970.0,4069.0,1622.0,758.0,463.0,204.0,904.0,3488.0,1266.0,1586.0,1514.0,316.0,1217.0,1346.0,6.0,7038.0
273,13,131,13117,96249,46799,49450,6532,9574,64747,13745,6544,35368,51912,3503.0,225.0,154.0,233.0,1289.0,1590.0,1975.0,25970,64299,3705,2275.0,5243,7694,11808,10573,30404,6980,6506,2320,7316,3705,3700.0,2156,1259,1743,528,22718,4270,23226,15147,3002,834,6425.0,8800.0,297.0,37.0,3705.0,2102.0,48649,40770,3705,3125,13274,79700,3275.0,12007,198,34,10.0,199.0,6.0,107.0,8.0,4.0,701.0,79700.0,3275.0,42927,556,1965,3648.0,6995.0,7661.0,9950.0,3251.0,17494.0,1802.0,48999,1802,91,118,3378.0,162.0,143.0,4737.0,8192.0,4165.0,1930.0,942.0,770.0,197.0,1410.0,3852.0,1335.0,1989.0,1943.0,400.0,1296.0,2464.0,7.0,5927.0
274,13,131,13118,116534,55161,61373,7347,10177,79768,16742,6126,34633,73580,1974.0,455.0,160.0,271.0,1015.0,2803.0,1643.0,32213,78533,3694,2094.0,6495,8262,15295,13317,33940,15639,8096,2492,5888,3694,3416.0,3033,1394,1964,443,18654,3537,22452,13567,4364,1291,10973.0,26675.0,2169.0,373.0,3694.0,1951.0,67279,42345,3694,3216,11551,102329,2654.0,10162,273,82,16.0,86.0,20.0,229.0,20.0,5.0,658.0,102329.0,2654.0,55394,639,2599,4031.0,9750.0,7504.0,12158.0,3493.0,19497.0,1469.0,56433,1469,118,285,3539.0,214.0,188.0,3707.0,9489.0,3404.0,2431.0,2368.0,1837.0,456.0,3347.0,3277.0,3222.0,4956.0,3847.0,871.0,1753.0,2086.0,13.0,7224.0
275,13,131,13119,521627,250666,270758,32393,56836,370501,45224,10173,164629,337062,3224.0,1686.0,249.0,1207.0,1965.0,5029.0,6576.0,163130,331495,17909,9093.0,29753,40067,67802,59133,171352,52756,27639,11786,29519,17909,13911.0,11899,7257,10108,2042,97472,11728,123207,75172,13397,4992,49656.0,84341.0,3943.0,393.0,17909.0,8111.0,293205,197701,17909,12812,51728,458864,11035.0,47225,1076,214,78.0,219.0,70.0,671.0,67.0,39.0,2069.0,458864.0,11035.0,236603,2930,11037,18086.0,52019.0,45081.0,33822.0,14386.0,100843.0,6820.0,264237,6820,1218,1259,19347.0,860.0,828.0,14909.0,46536.0,22906.0,8932.0,7587.0,7345.0,1328.0,10422.0,15326.0,11921.0,16376.0,14109.0,2370.0,5842.0,7520.0,49.0,33580.0
276,13,131,13120,208237,95388,112807,13414,15287,146549,29777,15578,46311,141709,1901.0,1618.0,352.0,612.0,2021.0,10404.0,3309.0,54998,143833,5594,3812.0,11335,12535,29145,22090,48753,42507,18939,4842,6855,5594,5642.0,5930,2353,2961,511,19754,3042,25163,12983,7757,1817,18408.0,83151.0,13086.0,2448.0,5594.0,3279.0,136258,60795,5594,5590,14099,189666,4472.0,11293,543,125,69.0,151.0,56.0,370.0,55.0,25.0,1412.0,189666.0,4472.0,106734,1298,5074,6364.0,18255.0,10079.0,20755.0,5667.0,31000.0,3011.0,92120,3011,331,1131,4988.0,544.0,239.0,4153.0,14180.0,4297.0,3830.0,6647.0,5292.0,1512.0,11473.0,3601.0,8032.0,12698.0,10544.0,2338.0,2245.0,1787.0,126.0,13118.0
277,13,131,13121,101174,49469,51609,6654,9736,68628,14007,5052,45303,47904,1196.0,262.0,89.0,81.0,427.0,3549.0,2363.0,27179,67397,3738,2860.0,5846,7887,12190,10424,32214,7567,6609,2504,7435,3738,4760.0,2473,1285,2019,428,23162,4516,23719,17115,3181,1133,5920.0,9468.0,353.0,57.0,3738.0,2607.0,51038,42284,3738,4114,10647,86516,4011.0,9332,232,70,3.0,60.0,18.0,163.0,28.0,32.0,709.0,86516.0,4011.0,43734,688,1878,4241.0,7228.0,8660.0,10729.0,3363.0,18056.0,2597.0,52277,2597,155,113,3415.0,117.0,132.0,3852.0,9437.0,3920.0,1733.0,898.0,644.0,223.0,1443.0,3680.0,1574.0,2283.0,1981.0,369.0,1298.0,1394.0,6.0,7633.0
278,13,131,13122,241599,116835,124669,16914,29019,167190,23945,9876,90719,136048,4885.0,926.0,327.0,471.0,1364.0,3170.0,3689.0,75962,152263,8459,4915.0,15733,19144,31588,25173,68900,24178,15807,7095,18003,8459,7519.0,7113,3515,4919,1028,57978,7078,49086,33462,4317,1222,15375.0,38263.0,4708.0,705.0,8459.0,4371.0,126071,100118,8459,6951,30534,205930,5135.0,27805,494,130,29.0,259.0,30.0,307.0,43.0,11.0,1426.0,205930.0,5135.0,110611,1409,4594,8477.0,22555.0,16948.0,16800.0,7363.0,49145.0,3697.0,121288,3697,347,649,5801.0,381.0,444.0,12238.0,19545.0,6899.0,4544.0,3270.0,2828.0,758.0,5274.0,7819.0,4359.0,6972.0,6443.0,1285.0,3147.0,7759.0,30.0,15822.0
279,13,131,13123,142079,65622,76270,8280,8303,101578,21805,15628,23390,98497,1815.0,2197.0,441.0,494.0,1324.0,11679.0,2242.0,35073,100621,3737,2648.0,6726,8324,22143,13541,29072,32150,14660,3765,4051,3737,3910.0,3789,1291,1610,201,9783,1076,12244,5483,5127,862,9796.0,66862.0,15110.0,2885.0,3737.0,2223.0,97759,36772,3737,3811,7033,131992,3054.0,4908,333,139,54.0,161.0,22.0,252.0,50.0,10.0,1104.0,131992.0,3054.0,76671,1174,3934,3682.0,13270.0,5671.0,13925.0,4097.0,17744.0,1911.0,58389,1911,395,983,2831.0,465.0,161.0,2419.0,8113.0,2187.0,2877.0,5631.0,3918.0,1392.0,11622.0,2011.0,5852.0,8772.0,8131.0,1870.0,1404.0,1568.0,297.0,8880.0
280,13,131,13124,230293,112324,117810,17228,27450,162552,18304,6127,82074,135941,2374.0,1113.0,197.0,425.0,1450.0,2622.0,4097.0,69864,145943,9177,5309.0,14422,18009,28900,24362,71927,19855,12422,5917,17165,9177,8137.0,5744,3615,4831,1125,53629,5959,52151,37413,4054,1327,16735.0,27856.0,1605.0,223.0,9177.0,4849.0,120352,93626,9177,7138,28298,195604,6391.0,26179,332,97,19.0,164.0,20.0,242.0,33.0,23.0,1189.0,195604.0,6391.0,104857,1209,5165,8369.0,19086.0,19150.0,14027.0,6328.0,48005.0,4097.0,114965,4097,751,591,7620.0,363.0,387.0,9275.0,20598.0,11408.0,4542.0,2946.0,2721.0,513.0,3597.0,8150.0,4463.0,5429.0,5311.0,965.0,2642.0,4207.0,23.0,14729.0
281,13,131,13125,210410,103442,106951,15114,28469,150827,9997,15004,55709,135102,3155.0,747.0,237.0,399.0,1165.0,10282.0,3614.0,69266,126784,8820,5540.0,13375,16616,26592,22011,68766,16464,9622,5671,14439,8820,8034.0,4957,3464,4700,1040,49133,3115,51881,33476,2645,1045,16201.0,23534.0,1099.0,124.0,8820.0,5176.0,110106,84059,8820,7425,23147,179631,7632.0,20593,461,76,11.0,139.0,32.0,326.0,28.0,14.0,1467.0,179631.0,7632.0,96007,1206,4414,7616.0,18148.0,16559.0,7753.0,6530.0,47901.0,4276.0,104507,4276,529,727,10214.0,292.0,603.0,7421.0,17870.0,9632.0,3804.0,2364.0,1914.0,417.0,3144.0,6781.0,3621.0,4675.0,4304.0,742.0,1817.0,3073.0,18.0,17665.0
282,13,131,13126,110026,53651,56340,7412,10515,76222,14010,11626,46962,48830,5723.0,386.0,132.0,445.0,2293.0,3116.0,2139.0,29263,73625,3991,3147.0,5810,8183,13616,12326,36049,10043,6858,2209,6496,3991,4445.0,2329,1347,2029,435,20365,3985,26484,17013,3764,1113,9232.0,14546.0,608.0,67.0,3991.0,2718.0,60089,42082,3991,3864,10967,95038,4021.0,9496,266,37,17.0,216.0,13.0,128.0,19.0,11.0,764.0,95038.0,4021.0,51974,552,2168,4164.0,8213.0,8114.0,10421.0,3039.0,19276.0,2105.0,53227,2105,124,241,4882.0,146.0,194.0,3998.0,9738.0,4740.0,2548.0,1444.0,1133.0,232.0,2021.0,3632.0,2004.0,2881.0,2771.0,480.0,1633.0,2314.0,12.0,7526.0
283,13,131,13127,157851,77574,79999,11088,15726,109346,19301,23329,65952,64295,13976.0,608.0,1481.0,704.0,1664.0,5934.0,3237.0,41286,105961,6328,4276.0,8723,11833,19474,17631,49736,13975,9746,3733,10129,6328,6543.0,3686,1942,2984,742,33411,5524,40503,21606,4438,1349,11703.0,18581.0,1230.0,204.0,6328.0,3620.0,82683,63250,6328,5590,16592,135640,5619.0,12761,1004,72,28.0,733.0,39.0,231.0,24.0,17.0,1683.0,135640.0,5619.0,74753,1059,3226,5887.0,10747.0,11069.0,14053.0,5369.0,28452.0,3236.0,75577,3236,201,279,5903.0,160.0,237.0,7249.0,13638.0,5605.0,3963.0,1631.0,1201.0,375.0,2890.0,6158.0,2701.0,3574.0,3887.0,828.0,2330.0,4251.0,13.0,11964.0
284,13,131,13128,147151,72473,74406,11698,17951,99893,14152,4841,65439,72740,2178.0,457.0,112.0,174.0,582.0,2009.0,3460.0,44497,92370,6308,3976.0,10367,11885,17450,14214,46898,8723,8204,4148,12363,6308,6591.0,4472,2366,3334,981,39371,4372,33980,26083,2843,758,8262.0,9587.0,310.0,46.0,6308.0,4078.0,72043,62627,6308,6173,19683,121229,6239.0,18199,264,39,2.0,116.0,19.0,205.0,20.0,11.0,808.0,121229.0,6239.0,63941,946,3024,5396.0,10306.0,12750.0,10031.0,5090.0,32196.0,3471.0,75769,3471,256,287,6087.0,180.0,293.0,6421.0,11821.0,7263.0,2577.0,1334.0,841.0,199.0,1730.0,5617.0,1671.0,2534.0,2428.0,383.0,1373.0,2539.0,8.0,12069.0
285,13,131,13129,94492,45768,48611,6039,8519,64126,13509,5452,37814,49385,2338.0,402.0,119.0,242.0,984.0,1838.0,1370.0,25922,63240,3377,1953.0,5140,7309,11998,10379,30161,8552,6650,2135,6172,3377,2619.0,2276,1186,1602,416,18957,4439,21555,14416,3415,1167,7178.0,12331.0,534.0,95.0,3377.0,1548.0,50571,38155,3377,2389,9725,82532,2235.0,8526,262,45,20.0,119.0,24.0,211.0,21.0,8.0,489.0,82532.0,2235.0,42379,616,1836,3471.0,7490.0,7207.0,10350.0,3400.0,16278.0,1465.0,48196,1465,67,151,4236.0,165.0,159.0,3351.0,8646.0,3394.0,1909.0,1169.0,880.0,227.0,1745.0,3160.0,1917.0,2428.0,2318.0,421.0,1352.0,1630.0,9.0,5497.0
286,13,131,13130,107954,50738,57216,7556,9325,76224,13628,7495,31277,66390,1866.0,479.0,216.0,338.0,1417.0,3799.0,2172.0,29173,72478,3649,2654.0,5917,7041,13883,12088,29594,17712,7488,2303,4430,3649,3849.0,2791,1286,1795,282,14289,2401,18521,10750,3676,999,10469.0,31486.0,2870.0,401.0,3649.0,2289.0,65020,35745,3649,3540,8258,96248,3448.0,6919,304,45,24.0,120.0,25.0,201.0,23.0,8.0,589.0,96248.0,3448.0,53324,667,2775,3375.0,8668.0,6376.0,9564.0,3351.0,17915.0,1939.0,49249,1939,140,303,3661.0,251.0,152.0,2812.0,8745.0,3029.0,1950.0,2535.0,2426.0,484.0,3831.0,2509.0,3851.0,4788.0,4541.0,645.0,1280.0,1190.0,16.0,7627.0
287,13,131,13131,82900,40873,42027,6064,8842,54971,11905,2363,35850,42508,952.0,234.0,67.0,64.0,247.0,1202.0,1776.0,22718,53661,3685,2836.0,4599,6600,9599,8563,25496,5804,5521,2322,6662,3685,4049.0,1903,1057,1564,489,21683,4265,18453,14880,2051,550,4170.0,5648.0,162.0,28.0,3685.0,2312.0,39444,36277,3685,3494,10972,68923,3005.0,10035,152,37,12.0,51.0,28.0,122.0,5.0,8.0,522.0,68923.0,3005.0,35112,554,1512,3117.0,6053.0,7566.0,8626.0,2639.0,15817.0,1904.0,43818,1904,77,87,3245.0,132.0,133.0,4109.0,7401.0,2818.0,1288.0,662.0,392.0,110.0,901.0,2757.0,1062.0,1503.0,1661.0,292.0,1107.0,1702.0,5.0,5734.0
288,13,131,13132,85384,38344,46909,6219,8227,54307,14511,9330,17994,55985,1395.0,1330.0,264.0,245.0,593.0,6532.0,1046.0,25385,56212,2451,1336.0,5631,5708,13453,7887,16089,17650,8789,2361,3119,2451,2246.0,3049,1224,1330,148,9785,530,8975,2532,3292,314,5077.0,35581.0,8526.0,1277.0,2451.0,1293.0,55370,25305,2451,2258,2413,81346,1625.0,1265,68,38,11.0,83.0,13.0,57.0,6.0,1.0,871.0,81346.0,1625.0,40347,810,1617,1499.0,9358.0,4884.0,7548.0,2546.0,15743.0,1032.0,41578,1032,572,430,1814.0,254.0,70.0,1401.0,5166.0,1162.0,1031.0,1589.0,2347.0,1449.0,5656.0,927.0,1142.0,3610.0,3507.0,784.0,544.0,3579.0,181.0,5559.0
289,13,132,13201,568106,275112,292953,41148,69347,401186,39781,7411,200532,346386,2860.0,1813.0,259.0,964.0,1316.0,3437.0,10539.0,182656,349811,22569,13070.0,36914,45148,71358,59674,180928,49289,27705,14895,39281,22569,20345.0,14961,8913,12389,2854,127393,11302,131081,87141,10645,4275,46146.0,72949.0,3069.0,317.0,22569.0,12102.0,302000,225399,22569,18138,62337,490199,15570.0,57382,1060,213,64.0,192.0,76.0,790.0,73.0,45.0,2442.0,490199.0,15570.0,252457,3228,12142,19799.0,50991.0,48066.0,30626.0,17378.0,122789.0,10630.0,289649,10630,1030,1299,18342.0,935.0,872.0,23827.0,48330.0,19156.0,8999.0,7460.0,6069.0,1262.0,9267.0,17772.0,10247.0,16725.0,15841.0,2314.0,6770.0,10570.0,42.0,40698.0
290,13,132,13202,26521,13420,13076,1932,3141,18189,2492,410,10178,15256,77.0,90.0,11.0,32.0,39.0,322.0,516.0,7963,16932,1000,626.0,1744,1909,3384,2639,7779,2693,1533,746,2059,1000,1035.0,730,426,576,81,6289,637,5130,3654,474,127,1904.0,4362.0,425.0,81.0,1000.0,625.0,14136,10405,1000,980,1716,23913,892.0,1503,32,10,5.0,9.0,3.0,22.0,6.0,1.0,125.0,23913.0,892.0,11928,214,455,661.0,2241.0,2527.0,1649.0,848.0,5538.0,460.0,13464,460,924,83,873.0,41.0,71.0,978.0,1511.0,727.0,312.0,207.0,179.0,81.0,528.0,758.0,495.0,853.0,760.0,194.0,162.0,666.0,2.0,2192.0
291,13,132,13203,18189,9804,8304,1034,1768,11950,1755,472,8184,8766,90.0,99.0,15.0,33.0,92.0,383.0,527.0,4681,12314,668,526.0,986,1213,2268,1898,5828,1670,1019,473,1319,668,847.0,437,206,328,49,3942,453,4623,2102,307,99,1470.0,2700.0,219.0,46.0,668.0,540.0,10012,6740,668,769,1568,15902,719.0,1336,38,9,6.0,14.0,9.0,19.0,10.0,2.0,125.0,15902.0,719.0,8514,176,927,561.0,1192.0,1264.0,1274.0,670.0,3249.0,362.0,8210,362,240,230,382.0,351.0,56.0,1914.0,807.0,448.0,783.0,95.0,77.0,31.0,268.0,519.0,353.0,538.0,601.0,125.0,112.0,280.0,3.0,1404.0
292,13,133,13301,146207,74482,71462,13738,21129,98912,7813,9608,50816,82726,2319.0,1288.0,985.0,451.0,1196.0,4076.0,2350.0,51458,84980,6617,3152.0,13280,11295,19161,13225,36663,14742,9184,4944,11911,6617,5185.0,6038,3190,3889,903,41101,2102,29610,14482,1397,362,7054.0,21798.0,4347.0,383.0,6617.0,2934.0,73575,61202,6617,4813,12878,129714,3615.0,11274,296,49,14.0,327.0,29.0,116.0,15.0,3.0,755.0,129714.0,3615.0,62449,871,2784,3994.0,11111.0,11359.0,5572.0,7366.0,38381.0,2320.0,77783,2320,2680,1085,4292.0,226.0,359.0,6237.0,9194.0,4173.0,1993.0,1285.0,1637.0,666.0,2954.0,4458.0,3020.0,3708.0,2818.0,597.0,953.0,4440.0,23.0,9306.0
293,13,133,13302,102034,51442,50445,9327,14511,69124,5262,3585,30631,65571,921.0,425.0,182.0,206.0,497.0,1921.0,1680.0,33577,60956,5430,2071.0,8235,8164,12342,10403,29580,8628,5222,3019,7740,5430,3271.0,3280,2036,2796,610,27343,1601,21586,14065,1048,321,7049.0,11878.0,784.0,91.0,5430.0,2116.0,51155,42257,5430,3192,10986,88182,2866.0,9980,209,53,25.0,82.0,26.0,155.0,18.0,9.0,429.0,88182.0,2866.0,44539,725,2136,3094.0,7220.0,9266.0,4026.0,2702.0,26737.0,1589.0,53045,1589,2629,397,4845.0,99.0,415.0,3790.0,7813.0,4491.0,1438.0,1015.0,848.0,250.0,1586.0,2746.0,1429.0,2536.0,1895.0,350.0,684.0,1205.0,3.0,6936.0
